   1	2   0   5 
   3	2   5  10 
   5	2  10  15 
   7	2   5   0 
   7	2  15  20 
   9	2  10   5 
   9	2  20  16 
  11	2  15  10 
  13	2  16   6 
  15	2  20  15 
  15	2   6   1 
  17	2  16  20 
  19	2   1  11 
  21	2   6  16 
  23	2  11  21 
  25	2   1   6 
  25	2  21  17 
  27	2  11   1 
  29	2  17   7 
  31	2  21  11 
  33	2   7   2 
  33	2  17  21 
  35	2   2  12 
  37	2   7  17 
  39	2  12  22 
  41	2   2   7 
  41	2  22  18 
  43	2  12   2 
  45	2  18   8 
  47	2  22  12 
  49	2   8   3 
  49	2  18  22 
  51	2   3  13 
  53	2   8  18 
  55	2  13  23 
  57	2   3   8 
  57	2  23  19 
  59	2  13   3 
  61	2  23  13 
  63	2  19  23 
