   1	2   0   2 
   3	2   1   0 
   5	6   2   0 
  11	2   0   1 
  13	2   0   2 
  15	6   1   0 
  21	2   0   2 
  23	2   1   0 
  25	6   2   0 
  31	2   0   1 
  33	2   2   0 
  35	6   1   0 
  41	2   0   2 
  43	2   1   0 
  45	6   2   0 
  51	2   1   0 
  53	2   2   0 
  55	6   1   0 
  61	2   0   2 
  63	2   1   0 
  65	2   0   1 
  67	6   1   0 
  73	2   3   1 
  75	6   1   0 
  81	2   1   3 
  83	2   1   0 
  85	6   1   0 
  91	2   3   1 
  93	6   1   0 
  99	2   1   3 
 101	2   0   1 
 103	2   2   0 
