   1	2  12  14 
   1	6  31  27 
   3	2   7  14 
   5	2  13  14 
   7	2  19  14 
   9	2   2  14 
  11	2   8  14 
   7	6  32  31 
  13	2  20  14 
  13	6  33  22 
  13	6  31  30 
  19	2  26  14 
  21	2   9  14 
  21	6  31  26 
  23	2  15  14 
  27	2  21  14 
  29	2  16  14 
  27	6  31  30 
  31	2   0  14 
  33	2   6  14 
  35	2  18  14 
  37	2  24  14 
  39	2   1  14 
  41	2   3  14 
  43	2  25  14 
  45	2  27  14 
  45	6  31  25 
  47	2   4  14 
  47	6  33  27 
  49	6  11   8 
  55	2  32  14 
  57	2  22  14 
  59	2  10  14 
  59	6  23  22 
  61	2  26  14 
  63	2  25  14 
  63	6  34  33 
  69	2  27  14 
  71	2  28  14 
  73	2   8  14 
  73	6  33  26 
  79	2  17  14 
  81	2  22  14 
  83	2  26  14 
