   1	6   2   0 
   7	2   3   2 
   9	2   1   3 
  11	6   1   0 
  17	2   2   0 
  19	2   2   3 
  21	6   2   0 
  27	2   2   3 
  29	2   0   2 
  31	6   1   0 
  37	2   3   1 
  39	2   2   3 
  41	6   2   0 
  47	2   1   0 
  49	2   3   1 
  51	6   1   0 
  57	2   3   1 
  59	2   0   1 
  61	6   2   0 
  67	2   3   2 
  69	2   1   3 
  71	2   3   1 
  73	6   1   0 
  79	2   1   3 
  81	2   0   1 
  83	6   2   0 
  89	2   2   3 
  91	2   1   3 
  93	6   1   0 
  99	2   2   0 
 101	2   3   2 
 103	2   1   3 
