   1	6   5   2 
   1	6  12   8 
   7	2   8   5 
   9	6   8   5 
  15	2  12   8 
  15	6   6   5 
   1	6  14  11 
  17	6  14  12 
  23	2   5   8 
  23	6  14  11 
  25	2   0   8 
  27	2  12   8 
  29	2  10   8 
  31	2   4   8 
  31	6  14  13 
  21	6   3   2 
  27	6   2   1 
  33	6   4   1 
  33	6   7   3 
  39	2  13   8 
  39	6   7   6 
  41	2   4   8 
  43	6   9   8 
  49	2   6   9 
  51	6   5   2 
  45	6  15  11 
  57	2   5   9 
  57	6   3   2 
  59	2   8   9 
  61	2  14   9 
  63	2  11   9 
  65	6   5   2 
  71	2   5   9 
