   1	2  11   3 
   1	2   5   1 
   3	2  14  12 
   3	2   5   1 
   5	2  10   9 
   5	6   2   0 
   7	2  14  12 
   9	2  10   9 
  11	2   8   0 
  11	2   6   2 
  11	6  15  14 
  13	2   8   0 
  13	2   6   2 
  15	2   9   5 
  17	2  11   3 
  17	2   9   5 
  19	2   2  10 
  19	6  12   4 
  21	2   2  10 
  23	6  15   7 
  25	2   5   1 
  27	2   5   1 
  29	2  12  14 
  29	2   3   7 
  31	2  15  13 
  31	2   3   7 
  33	2  12  14 
  33	6   2   0 
  35	2  15  13 
  37	2  14  11 
  39	2  13   8 
  39	2   2   6 
  41	2  14  11 
  41	2   2   6 
  43	2  13   8 
  43	2  11   3 
  45	2  12  14 
  45	6   2   0 
  47	2  10   9 
  49	2  12  14 
  51	2   8   0 
  51	2   6   2 
  53	2  11   3 
  53	2   8   0 
  55	2   6   2 
  55	2  14  11 
  55	6   8   4 
  57	2  14  11 
  59	6   6   1 
  61	2  12  14 
  63	2  12  14 
  65	2  10   9 
  65	2   0   1 
  67	2   2  10 
  69	2   9   5 
  69	6  15  14 
  71	2   0   1 
  73	2   9   5 
  75	2   2  10 
  75	6  12   8 
  77	2   1   2 
  79	2   5   6 
  81	2  12  14 
  81	2   1   2 
  83	2  12  14 
  83	2   5   6 
  85	2  14  13 
  85	6   8   4 
  87	2  14  13 
  85	6  11   7 
  91	2  13   8 
  93	2  13   8 
  91	6  15  11 
  95	2   8   0 
  97	2  10   9 
  99	2   8   0 
  99	6  15  14 
 101	2   0   1 
 103	2   0   1 
  97	6   7   3 
 105	2  14  12 
 107	2  14  12 
 109	2  10   9 
 111	2   2  10 
 113	2   9   5 
 113	6  14  11 
 115	2   9   5 
 117	2   5   6 
 119	2   7  11 
 119	6  13  12 
 121	2   7  11 
 123	2   3   7 
 125	2  13  15 
 125	2   3   7 
 127	2  13  15 
 127	2   5   6 
 129	2   2  10 
 131	2   1   2 
 131	2  10   9 
 133	2   1   2 
 133	2  10   9 
 135	2   2  10 
 137	2   9   5 
 137	6  14  11 
 139	2   9   5 
 141	2   5   6 
 143	2  14  13 
 143	2   5   6 
 145	2  14  13 
 145	6   6   4 
 147	6  15  13 
 151	6   7   6 
 153	2  13  12 
 155	2  13  12 
 157	2  11   3 
 157	2  12   8 
 159	2   6  14 
 159	2  12   8 
 161	2  15  13 
 163	2  11   3 
 163	2   8   0 
 165	2   6  14 
 165	2   8   0 
 167	2  15  13 
 167	2   3   6 
 167	2   0   1 
 169	2   7  11 
 169	2  13  12 
 169	2   0   1 
 171	2  14  15 
 171	2   3   6 
 173	2   7  11 
 173	2  13  12 
 175	2  14  15 
 175	2  12   8 
 177	2  11   3 
 177	2  12   8 
 179	2   6  14 
 179	2   8   0 
 181	2  15  13 
 183	2  11   3 
 183	2   8   0 
 185	2   6  14 
 187	2  15  13 
 187	2   3   6 
 189	2   2  10 
 191	2   7  11 
 191	2  13  12 
 191	2   1   2 
 193	2  14  15 
 193	2   3   6 
 195	2  10   9 
 195	2   1   2 
 197	2   7  11 
 197	2  13  12 
 197	2   0   1 
 199	2  14  15 
 199	2  12   8 
 199	2   0   1 
 201	2  10   9 
 203	2  11   3 
 203	2   9   5 
 205	2   6  14 
 205	2  12   8 
 207	2  15  13 
 209	2   2  10 
 211	2  11   3 
 211	2   9   5 
 213	2   6  14 
 215	2  15  13 
 217	2   2  10 
