   1	2   1   3 
   3	2   0   1 
   5	6   1   0 
  11	2   3   1 
  13	6   1   0 
  19	2   3   1 
  21	2   0   1 
  23	6   1   0 
  29	2   3   1 
  31	6   1   0 
  37	2   1   3 
  39	2   0   1 
  41	6   1   0 
  47	2   3   1 
  49	6   1   0 
  55	2   1   3 
  57	2   1   0 
  59	6   1   0 
  65	2   3   1 
  67	6   1   0 
  73	2   1   3 
  75	2   0   1 
  77	2   1   0 
  79	6   1   0 
  85	2   2   0 
  87	6   1   0 
  93	2   0   2 
  95	2   0   1 
  97	6   1   0 
 103	2   2   0 
 105	6   1   0 
 111	2   0   2 
 113	2   1   0 
 115	2   3   1 
