   1	2   9   4 
   3	2   0   1 
   5	2   2   0 
   7	2   1   2 
   9	2   1   0 
  11	2   2   0 
  13	2   1   2 
  15	2   0   1 
   3	6  12   9 
   1	6  15  14 
   9	2  14   9 
  11	6  14   9 
  17	6   5   0 
  17	6  14  10 
  17	6  12   8 
  23	2   5   9 
  25	2  10   5 
  27	2  10   9 
  29	2   5   9 
  31	2  10   5 
  33	2   9  10 
  35	2   9   8 
  37	2   4   9 
  39	2   4   8 
  41	2   9   8 
  43	2   4   9 
  45	2   8   4 
  47	2   8   4 
  49	2   9  10 
  51	2   5   9 
  53	2  10   5 
  55	2  10   9 
  57	2   5   9 
  59	2  10   5 
  61	2   5   1 
  63	2   2   5 
  65	2   1   2 
  65	2   9  10 
  67	2   1   5 
  69	2   2   5 
  71	2   9  10 
  71	2   1   2 
  73	2   5   1 
  75	2   5   9 
  77	2  10   5 
  79	2  10   9 
  81	2   5   9 
  83	2  10   5 
  85	2   9  10 
  87	2   9   8 
  89	2   4   9 
  91	2   4   8 
  93	2   9   8 
  95	2   4   9 
  97	2   8   4 
  99	2   9  10 
 101	2   5   9 
 103	2  10   5 
 105	2  10   9 
 105	6   4   0 
 111	2   8   4 
 107	6   7   6 
 113	2   5   9 
 115	2  10   5 
 117	2   5   1 
 119	2   2   5 
 121	2   1   2 
 121	2   9  10 
 123	2   1   5 
 125	2   2   5 
 127	2   9  10 
 127	2   1   2 
 129	2   5   1 
 131	2   5   9 
 133	2  10   5 
 135	2  10   9 
 137	2   5   9 
 139	2  10   5 
 141	2   9  10 
 143	2   9   8 
 145	2   4   9 
 147	2   4   8 
 149	2   9   8 
 151	2   4   9 
 153	2   8   4 
 155	2   8   4 
 157	2   9  10 
 159	2   5   9 
 161	2  10   5 
 163	2  10   9 
 165	2   5   9 
 167	2  10   5 
 169	2   5   1 
 171	2   2   5 
 173	2   1   2 
 173	2   9  10 
 175	2   1   5 
 177	2   2   5 
 179	2   9  10 
 179	2   1   2 
 181	2   5   1 
 183	2   5   9 
 185	2  10   5 
 187	2  10   9 
 189	2   5   9 
 191	2  10   5 
 193	2   9  10 
 195	2   9   8 
 197	2   4   9 
 199	2   4   8 
 201	2   9   8 
 203	2   4   9 
 205	2   9  10 
 207	2   5   9 
 209	2  10   5 
 211	2  10   9 
 213	2   5   9 
 215	2  10   5 
 217	2   9  10 
 219	2   5  10 
 221	2   2   5 
