   1	2   0   4 
   1	2   6  10 
   3	2   8  12 
   3	2   1   2 
   3	2  15  11 
   5	2   9   5 
   5	2   7   3 
   7	2  13  14 
   7	2   0   4 
   7	2   7   3 
   9	2   8  12 
   9	2   1   2 
   9	2  15  11 
  11	2   9   5 
  11	2  11   7 
  13	2   6  10 
  13	2   4   8 
  15	2  13  14 
  15	2   5   1 
  15	2  11   7 
  17	2  12   9 
  17	2   2   6 
  17	2  14  15 
  19	2  10  13 
  19	2   4   8 
  19	2   7   3 
  21	2  12   9 
  21	2   2   6 
  21	2  14  15 
  21	2   0   4 
  23	2   5   1 
  23	2  10  13 
  23	2   7   3 
  25	2   8  12 
  25	2   1   2 
  25	2  15  11 
  27	2   9   5 
  27	2  15  11 
  29	2   6  10 
  29	2   0   4 
  31	2  13  14 
  31	2   1   2 
  31	2  11   7 
  33	2   8  12 
  33	2   6  10 
  35	2   9   5 
  35	2  11   7 
  37	2  13  14 
  37	2   4   8 
  37	2   2   6 
  39	2  12   9 
  39	2  14  15 
  39	2   2   6 
  41	2   5   1 
  41	2  10  13 
  41	2   7   3 
  43	2   4   8 
  43	2  10  13 
  43	2   7   3 
  45	2  12   9 
  45	2  14  15 
  45	2   0   4 
  47	2   5   1 
  47	2   8  12 
  47	2  15  11 
  49	2   9   5 
  49	2  15  11 
  51	2   1   2 
  51	2  13  14 
  51	2  11   7 
  53	2   6  10 
  53	2   0   4 
  55	2   8  12 
  55	2   1   2 
  55	2  11   7 
  57	2   9   5 
  57	2   7   3 
  59	2   6  10 
  59	2   4   8 
  61	2  13  14 
  61	2   5   1 
  61	2   7   3 
  63	2  12   9 
  63	2   2   6 
  63	2  14  15 
  65	2  10  13 
  65	2   4   8 
  67	2  12   9 
  67	2   2   6 
  67	2  14  15 
  67	2   0   4 
  69	2   5   1 
  69	2  10  13 
  71	2   8  12 
  71	2   1   2 
  71	2  15  11 
  73	2   9   5 
  73	2  15  11 
  75	2   6  10 
  75	2   0   4 
  77	2  13  14 
  77	2   1   2 
  77	2  11   7 
  79	2   8  12 
  79	2   6  10 
  81	2   9   5 
  81	2  11   7 
  83	2  13  14 
  83	2   4   8 
  83	2   2   6 
  85	2  12   9 
  85	2  14  15 
  85	2   2   6 
  87	2   5   1 
  87	2  10  13 
  87	2   7   3 
  89	2   4   8 
  89	2  10  13 
  89	2   7   3 
  91	2  12   9 
  91	2  14  15 
  91	2   0   4 
  93	2   5   1 
  93	2   8  12 
  93	2  15  11 
  95	2   9   5 
  95	2  15  11 
  97	2   1   2 
  97	2  13  14 
  97	2  11   7 
  99	2   6  10 
  99	2   0   4 
 101	2   8  12 
 101	2   1   2 
 101	2  11   7 
 103	2   9   5 
 105	2   6  10 
 105	2   4   8 
 107	2  13  14 
 107	2   5   1 
 109	2  12   9 
 109	2   2   6 
 109	2  14  15 
 111	2  10  13 
 111	2   4   8 
 113	2  12   9 
 113	2   2   6 
 113	2  14  15 
 115	2   5   1 
 115	2  10  13 
