   1	2   0   4 
   3	2   8  12 
   5	2   8  12 
   3	2   1   2 
   7	2   0   4 
   1	2  15  11 
   3	2  15  11 
   5	2   6  10 
   7	2   7   3 
   7	2  13  14 
   9	2   9   5 
  11	2   9   5 
  13	2   4   8 
  15	2   4   8 
  13	2  13  14 
   9	2   7   3 
  13	2   1   2 
  17	2   0   4 
  19	2   0   4 
  11	2  11   7 
  13	2  11   7 
  15	2   6  10 
  17	2   2   6 
  17	2  12   9 
  19	2  12   9 
  21	2   5   1 
  23	2   5   1 
  17	2  14  15 
  19	2  14  15 
  21	2  10  13 
  23	2  10  13 
  25	2   8  12 
  19	2   7   3 
  21	2   7   3 
  25	2   2   6 
  25	2  15  11 
  27	2   8  12 
  29	2   4   8 
  27	2   6  10 
  29	2  13  14 
  31	2   9   5 
  33	2   9   5 
  35	2   4   8 
  35	2   1   2 
  37	2   1   2 
  39	2   0   4 
  41	2   0   4 
  31	2  15  11 
  35	2  13  14 
  37	2  12   9 
  33	2  11   7 
  35	2  11   7 
  37	2  14  15 
  39	2   6  10 
  41	2   2   6 
  41	2  12   9 
  43	2   5   1 
  45	2   5   1 
  41	2  14  15 
  43	2  10  13 
  45	2  10  13 
  47	2   8  12 
  43	2   7   3 
  45	2   7   3 
  47	2   2   6 
  47	2  15  11 
  49	2   8  12 
  51	2   4   8 
  49	2   6  10 
  51	2   1   2 
  51	2  13  14 
  53	2   9   5 
  55	2   9   5 
  57	2   4   8 
  57	2   1   2 
  59	2   0   4 
  61	2   0   4 
  53	2  15  11 
  55	2  11   7 
  57	2  13  14 
  59	2  12   9 
  57	2  11   7 
  59	2  14  15 
  61	2   6  10 
  63	2   2   6 
  63	2  12   9 
  65	2   5   1 
  67	2   5   1 
  63	2  14  15 
  65	2  10  13 
  67	2  10  13 
  69	2   8  12 
  65	2   7   3 
  67	2   7   3 
  69	2   2   6 
  69	2  15  11 
  71	2  15  11 
  73	2  11   7 
  71	2   9   5 
  73	2   9   5 
  75	2   8  12 
  77	2   4   8 
  79	2   4   8 
  75	2   6  10 
  77	2   1   2 
  79	2   1   2 
  81	2   0   4 
  83	2   0   4 
  77	2  13  14 
  79	2  13  14 
  81	2  12   9 
  77	2  11   7 
  81	2   7   3 
  81	2  14  15 
  83	2   6  10 
  85	2   5   1 
  87	2   5   1 
  85	2  10  13 
  87	2  10  13 
  89	2  12   9 
  91	2   8  12 
  89	2  14  15 
  85	2   7   3 
  89	2   2   6 
  91	2   2   6 
  91	2  15  11 
  93	2   8  12 
  95	2   4   8 
  93	2   6  10 
  95	2   1   2 
  95	2  13  14 
  97	2   9   5 
  99	2   9   5 
 101	2   4   8 
 101	2   1   2 
  97	2  15  11 
 101	2  13  14 
  99	2  11   7 
 101	2  11   7 
 103	2   6  10 
 105	2  12   9 
 107	2  12   9 
 105	2   2   6 
 107	2   2   6 
 109	2   5   1 
 111	2   5   1 
 105	2  14  15 
 107	2  14  15 
 109	2  10  13 
 111	2  10  13 
