   1	2   0   8 
   3	2   8  16 
   5	2  16  24 
   7	2  24  32 
   9	2  32  40 
  11	2  40  48 
  13	2  48  56 
  15	2  56  49 
  17	2  49  33 
  19	2  33  17 
  21	2  17   1 
  23	2   1   9 
  25	2   9  25 
  27	2  25  41 
  29	2  41  57 
  31	2  57  50 
  33	2  50  34 
  35	2  34  18 
  37	2  18   2 
  39	2   2  10 
  41	2  10  26 
  43	2  26  42 
  45	2  42  58 
  47	2  58  51 
  49	2  51  35 
  51	2  35  19 
  53	2  19   3 
  55	2   3  11 
  57	2  11  27 
  59	2  27  43 
  61	2  43  59 
  63	2  59  52 
  65	2  52  36 
  67	2  36  20 
  69	2  20   4 
  71	2   4  12 
  73	2  12  28 
  75	2  28  44 
  77	2  44  60 
  79	2  60  53 
  81	2  53  37 
  83	2  37  21 
  85	2  21   5 
  87	2   5  13 
  89	2  13  29 
  91	2  29  45 
  93	2  45  61 
  95	2  61  54 
  97	2  54  38 
