   1	2   8   4 
   3	2   2   8 
   5	2   4   2 
   7	2   4   8 
   9	2   2   8 
  11	2   4   2 
  13	2   8   4 
  15	2   6   4 
  17	2   7   6 
  19	2   4   7 
  21	2   4   6 
  23	2   7   6 
  25	2   4   7 
  27	2   7   8 
  27	2   3   1 
  29	2   5   7 
  31	2   8   5 
  33	2   8   7 
  35	2   5   7 
  37	2   8   5 
  39	2   7   8 
  41	2   7   3 
  43	2   1   7 
  45	2   1   3 
  47	2   7   3 
  49	2   1   7 
  51	2   6   4 
  53	2   3   1 
  55	2   6   4 
  57	2   3   6 
  59	2   4   3 
  61	2   4   6 
  63	2   3   6 
  65	2   4   3 
  67	2   3   1 
  69	2   7   3 
  71	2   1   7 
  73	2   1   3 
  75	2   7   3 
  77	2   1   7 
  79	2   7   8 
  79	2   3   1 
  81	2   5   7 
  83	2   8   5 
  83	2   3   1 
  85	2   8   7 
  87	2   5   7 
  89	2   8   5 
  91	2   7   8 
  93	2   7   3 
  95	2   1   7 
  97	2   1   3 
  97	2   5   8 
  99	2   7   3 
 101	2   1   7 
 103	2   6   4 
 105	2   3   1 
 107	2   6   4 
 109	2   3   6 
 111	2   4   3 
 113	2   4   6 
 115	2   3   6 
 117	2   4   3 
 119	2   3   1 
 121	2   7   3 
 123	2   1   7 
 125	2   1   3 
 127	2   7   3 
 129	2   1   7 
 131	2   7   5 
 133	2   8   7 
 133	2   3   1 
 135	2   8   5 
 135	2   3   1 
 137	2   7   5 
 139	2   8   7 
 141	2   5   8 
 143	2   5   3 
 145	2   1   5 
 147	2   1   3 
 149	2   5   3 
 151	2   1   5 
 153	2   6   4 
 155	2   3   1 
 157	2   6   4 
 159	2   3   6 
 161	2   4   3 
 163	2   4   6 
 165	2   3   6 
 167	2   4   3 
 169	2   3   1 
 171	2   5   3 
 173	2   1   5 
 175	2   1   3 
 177	2   5   3 
 179	2   1   5 
 181	2   5   8 
 181	2   3   1 
 183	2   7   5 
 185	2   8   7 
 185	2   3   1 
 187	2   8   5 
 189	2   7   5 
 191	2   8   7 
 193	2   5   8 
 195	2   5   3 
 197	2   1   5 
 199	2   1   3 
 201	2   5   3 
 203	2   1   5 
 205	2   6   4 
 207	2   3   1 
 209	2   6   4 
 211	2   3   6 
 213	2   4   3 
 215	2   4   6 
 217	2   3   6 
 219	2   4   3 
 221	2   3   1 
 223	2   5   3 
 225	2   1   5 
 227	2   1   3 
 229	2   5   3 
 231	2   1   5 
 233	2   5   8 
 233	2   3   1 
 235	2   2   5 
 237	2   8   2 
 239	2   8   5 
 241	2   2   5 
 243	2   8   2 
 245	2   7   1 
 247	2   5   8 
 249	2   5   7 
 251	2   1   5 
 253	2   1   7 
 255	2   5   7 
 257	2   1   5 
 259	2   6   4 
 261	2   7   1 
 263	2   6   4 
 265	2   7   6 
 267	2   4   7 
 269	2   4   6 
 271	2   7   6 
 273	2   4   7 
 275	2   7   1 
 277	2   5   7 
 279	2   1   5 
 281	2   1   7 
 283	2   5   7 
 285	2   1   5 
 287	2   5   8 
 289	2   2   5 
 291	2   8   2 
 293	2   8   5 
 295	2   2   5 
 297	2   7   1 
 299	2   8   2 
 301	2   7   1 
 303	2   5   8 
