   1	2   6  14 
   1	2   8  12 
   3	2   6  14 
   3	2   0   4 
   5	2  14  11 
   5	2   0   4 
   7	2   8  12 
   9	2   4   8 
  11	2   4   8 
   7	2  10   2 
   9	2  10   2 
  11	2  14  11 
  13	2   9   1 
  15	2   9   1 
  17	2   0   4 
  19	2   0   4 
  17	2  12   9 
  19	2  12   9 
  21	2   8  12 
  23	2   8  12 
  25	2   4   8 
  17	2   2   6 
  19	2   2   6 
  21	2   6  14 
  23	2   6  14 
  25	2  14  11 
  27	2   5  13 
  29	2   5  13 
  31	2   1   5 
  33	2   1   5 
  35	2   4   8 
  37	2   0   4 
  39	2   0   4 
  31	2  13  10 
  33	2  13  10 
  35	2  10   2 
  37	2  10   2 
  39	2  14  11 
  41	2   9   1 
  43	2   9   1 
  45	2  12   9 
  47	2  12   9 
  49	2   8  12 
  51	2   8  12 
  53	2   4   8 
  45	2   2   6 
  47	2   2   6 
  49	2   6  14 
  51	2   6  14 
  53	2  14  11 
  55	2   5  13 
  57	2   5  13 
  59	2   1   5 
  61	2   1   5 
  63	2   4   8 
  65	2   0   4 
  67	2   0   4 
  59	2  13  10 
  61	2  13  10 
  63	2  10   2 
  65	2  10   2 
  67	2  14  11 
  69	2   9   1 
  71	2   9   1 
  73	2  12   9 
  75	2  12   9 
  77	2   8  12 
  79	2   8  12 
  81	2   4   8 
  83	2   4   8 
  73	2   2   6 
  75	2   2   6 
  77	2   6  14 
  79	2   6  14 
  81	2  14  11 
  83	2  14  11 
  85	2   5  13 
  87	2   5  13 
  89	2   1   5 
  91	2   1   5 
  93	2   0   4 
  95	2   0   4 
  89	2  13  10 
  91	2  13  10 
  93	2  10   2 
  95	2  10   2 
  97	2   9   1 
  99	2   9   1 
 101	2  12   9 
 103	2  12   9 
 105	2   8  12 
 107	2   8  12 
 109	2   4   8 
 111	2   4   8 
 101	2   2   6 
 103	2   2   6 
 105	2   6  14 
 107	2   6  14 
 109	2  14  11 
 111	2  14  11 
 113	2   5  13 
 115	2   5  13 
 117	2   1   5 
 119	2   1   5 
 117	2  13  10 
 119	2  13  10 
 121	2  10   2 
 123	2   9   1 
 125	2   9   1 
 127	2   5  13 
 129	2   5  13 
 131	2  10   2 
 133	2  12   9 
 135	2  12   9 
 133	2   2   6 
 135	2   2   6 
 137	2   1   5 
 139	2   1   5 
 137	2  13  10 
 139	2  13  10 
