   1	2   0   4 
   1	2  10   2 
   3	2   8  12 
   3	2  10   2 
   5	2   9   1 
   7	2   5  13 
   9	2   0   4 
  11	2   8  12 
  13	2   9   1 
  15	2   5  13 
  17	2   4   8 
  17	2  13  10 
  19	2  12   9 
  21	2   1   5 
  21	2  13  10 
  23	2   4   8 
  23	2  10   2 
  25	2  12   9 
  25	2   0   4 
  27	2   1   5 
  27	2   8  12 
  29	2   9   1 
  31	2   5  13 
  33	2   0   4 
  33	2  10   2 
  35	2   8  12 
  37	2   9   1 
  39	2   5  13 
  41	2   4   8 
  41	2  13  10 
  43	2  12   9 
  45	2   1   5 
  45	2  13  10 
  47	2   4   8 
  47	2  10   2 
  49	2  12   9 
  49	2   0   4 
  51	2   1   5 
  51	2   8  12 
  53	2   9   1 
  55	2   5  13 
  57	2   0   4 
  57	2  10   2 
  59	2   8  12 
  61	2   9   1 
  63	2   5  13 
  65	2   4   8 
  65	2  13  10 
  67	2  12   9 
  69	2   1   5 
  69	2  13  10 
  71	2   4   8 
  71	2  10   2 
  73	2  12   9 
  73	2   0   4 
  75	2   1   5 
  75	2   8  12 
  77	2   9   1 
  79	2   5  13 
  81	2   0   4 
  81	2  10   2 
  83	2   8  12 
  85	2   9   1 
  87	2   5  13 
  89	2   4   8 
  89	2  13  10 
  91	2  12   9 
  93	2   1   5 
  93	2  13  10 
  95	2   4   8 
  95	2  10   2 
  97	2  12   9 
  97	2   0   4 
  99	2   1   5 
  99	2   8  12 
 101	2   9   1 
 103	2   5  13 
 105	2   0   4 
 105	2  10   2 
 107	2   8  12 
 109	2   9   1 
 111	2   5  13 
 113	2   4   8 
 113	2  13  10 
 115	2  12   9 
 117	2   1   5 
 117	2  13  10 
 119	2   4   8 
 121	2  12   9 
 123	2   1   5 
